date,cases,accum_cases,recovered,accum_recovered,deaths,accum_deaths
01/03/2020,0,0,0,0,0,0
02/03/2020,0,0,0,0,0,0
03/03/2020,0,0,0,0,0,0
04/03/2020,0,0,0,0,0,0
05/03/2020,0,0,0,0,0,0
06/03/2020,0,0,0,0,0,0
07/03/2020,0,0,0,0,0,0
08/03/2020,0,0,0,0,0,0
09/03/2020,0,0,0,0,0,0
10/03/2020,0,0,0,0,0,0
11/03/2020,0,0,0,0,0,0
12/03/2020,0,0,0,0,0,0
13/03/2020,0,0,0,0,0,0
14/03/2020,0,0,0,0,0,0
15/03/2020,1,1,0,0,0,0
16/03/2020,0,1,0,0,0,0
17/03/2020,2,3,1,1,0,0
18/03/2020,5,8,3,4,0,0
19/03/2020,0,8,0,4,0,0
20/03/2020,1,9,0,4,0,0
21/03/2020,7,16,3,7,1,1
22/03/2020,4,20,2,9,0,1
23/03/2020,3,23,1,10,0,1
24/03/2020,23,46,4,14,0,1
25/03/2020,2,48,0,14,1,2
26/03/2020,2,50,0,14,0,2
27/03/2020,0,50,0,14,0,2
28/03/2020,8,58,0,14,1,3
29/03/2020,7,65,0,14,1,4
30/03/2020,7,72,0,14,2,6
31/03/2020,9,81,2,16,0,6
01/04/2020,23,104,0,16,0,6
02/04/2020,2,106,0,16,0,6
03/04/2020,14,120,0,16,2,8
04/04/2020,14,134,0,16,0,8
05/04/2020,14,148,0,16,0,8
06/04/2020,9,157,0,16,1,9
07/04/2020,34,191,2,18,2,11
08/04/2020,50,241,0,18,2,13
09/04/2020,31,272,1,19,2,15
10/04/2020,63,335,0,19,1,16
11/04/2020,46,381,3,22,2,18
12/04/2020,6,387,0,22,0,18
13/04/2020,6,393,0,22,0,18
14/04/2020,12,405,0,22,0,18
15/04/2020,15,420,0,22,0,18
